original_text,noisy_codeword,snr_db
La communication numerique est au coeur de notre societe moderne,"[1.576192252665666, -0.3144027874029057, 1.0780493877007284, 1.2193160993200287, -0.40149957635971445, -0.493158505876255, 0.4357279125310981, -0.711645113512295, -2.009281607306505, -2.26054201180764, -0.5869489746306293, -1.0876241602632886, -0.3045497524173624, -0.7715461038874842, 0.47111577273208627]",4.0
CtA,"[0.9809416205679032, -1.6600945907996785, 1.043183022944286, -1.0248377649777818, 0.025387916863813698, 0.5407745207005156, -0.25203601086721017, -0.743495497572741, -1.1528693975252722, -1.39435402797923, 1.3703584200170114, 0.7546097349396619, 1.4738890493226613, 0.4124048444786895, 0.15596424581547397]",1.0
La communication numerique est au coeur de notre societe moderne,"[1.498024849718225, -2.333826840841719, 0.02882731745384215, 0.6326186530749476, -1.038650109541037, -0.19203189222016104, 1.387327233222951, -1.6627696382977266, 0.8613996526526893, -0.5404753614584382, -2.219694092055131, -0.8500202527523457, -0.2534548416933202, -1.0200772005035426, 1.8417610141049128]",2.0
GGMxoq,"[0.6239495829466608, -1.6629288229708095, 1.5494243545510429, 0.6382120758467907, 1.0365631839090292, -0.3571122895574115, -1.3103181688813414, 0.7298028232991711, 0.8216713120686899, 0.40872167399976345, -0.7350976037630805, 0.1285884064836189, 0.9819443717890856, 1.6629240911664087, 0.18226376030237845]",1.0
La communication numerique est au coeur de notre societe moderne,"[0.7766525717652324, -1.5887359553222753, 1.1704715334663702, 1.6419028268723972, 0.19081562744582103, -1.600141216353685, 2.1564380514408388, -0.5481998343919854, 0.04128053129138132, -1.1924692470067995, -2.81043255667206, -1.7880611270342113, -1.6594851102597161, -0.7083831334213203, 2.485277820113338]",2.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[1.2742023840765437, -0.7971645125039323, 0.6224217688374661, 0.24847260326712084, -1.4204427508318302, -0.9247920915311688, 2.148645864552827, -0.5386586008539189, -0.9360148562522675, -1.7636203053673694, -1.195802659337239, 0.12510784217662607, -0.1906809660352784, -1.6173063964409229, 0.28827377342334704]",3.0
isjL,"[0.9468564529454423, -1.4491608361622577, -2.131704496874324, 0.7196680506245503, -1.7908406891288524, -0.2151295955043917, 1.5653669745065446, -1.9458021856164762, -1.939022085371641, -0.2082810429096852, 0.9167450808890723, -0.9049190539455989, 0.3373058754519812, 0.9925716989166157, 2.928757769575766]",1.0
La communication numerique est au coeur de notre societe moderne,"[1.9935058237620722, -2.6741465245663596, 2.6555819164486465, 0.7520614897050031, -0.14264261177997783, -1.5186878972981996, 0.4714061326742772, -0.8358973576924624, 0.8517790419458733, -2.345891641982899, -0.3823665069481885, -1.6275210245986438, -2.4207094228697597, -2.2865166266890773, 1.1856947004349745]",1.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[0.8940140172438822, -0.10874252323803169, 1.9534113283117729, 2.395722801275179, -1.396258270825553, -1.3619555332685145, 0.1656018777090531, -2.135313211357022, -0.375509614557768, -1.431193985886615, -1.4521885794352882, -0.8228638685338358, -1.6370048353763473, 0.4679632534907052, 0.12645733926652913]",0.0
xaxb,"[2.0244040173116282, -0.8350307999818593, -2.0948702903973935, -0.6025915716929595, -1.8414310216412992, 1.5593994873789643, 1.2294235926066286, 2.0634852887605613, -0.9016309718259624, 0.37445015917761837, 3.212726108269613, -1.0368217299902465, -0.03631171627938401, -1.0571571891122247, 1.2567544970344606]",0.0
XdCjmCb,"[1.1429487759128054, -0.3615001419888826, 1.85280894852968, 0.3130862981620517, -0.57867390007034, 0.7646716545072763, 0.9944029126896671, 0.013410384495607941, 1.3490562607887993, 0.6970178218284335, -1.0123093859155188, 0.8377743539751781, -2.143247768556259, 1.114438285090459, 0.06721798876091423]",2.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.7510266595202546, -1.1581176720867523, 1.3579769309588847, 0.7352961679371198, -1.7955007721872427, -1.3600198257920002, 0.5631970895143666, -0.13239947660078066, -0.6425260603889729, -1.6346471589806604, -0.7697505825600541, -1.8301879276289652, -0.8948271407275407, -1.0931589976157685, 0.9945556923041149]",5.0
 g,"[1.443025090350495, -0.6185514648909685, 0.23084591320785708, 0.3497868960857845, 0.7411828149217956, 1.1749720084687765, 0.5410352034849282, -0.4594554710611065, -1.2756573448675756, -1.736875979510117, -2.3129299383270983, -0.4641047878556417, -1.1967319802413834, -2.289337182365543, 2.1003208803765854]",3.0
llg,"[1.4305543432519032, -2.03234140668836, -1.5691300015370175, 0.6104673743403414, -1.2003678951170391, -0.5471753955178941, -1.8505091530891575, 1.7001144198813205, 1.287877536632071, 2.068934685187718, 1.5634569704176569, 1.2879260807479849, 0.6786890487626513, 0.5598825460740053, -0.334648611349845]",0.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.24982584037327615, -0.5458031097740431, 0.17493919462971885, -0.28577816539791656, -0.9928385933487309, -0.9908182578140284, 2.063514994226657, 0.05886461952078803, -2.560320936808804, 0.44067139737159544, -1.1101603504939763, -0.503727392085383, -0.6758075874140808, -1.947445932846311, 0.520308924291774]",3.0
MBWZYES,"[2.7700317401010244, -1.0763948301261184, 1.060375156519942, -0.9221882309865979, -1.8539264107440352, -1.8497675864364225, 1.1723271804382496, -0.925595328153604, -2.2895024211645114, -0.6795883027666241, -1.845606690656202, -0.7527920683364792, -0.9057279655656685, -0.8323470047767296, -0.5987778212059891]",2.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[1.6866199420613208, -1.2074441712424118, 1.6600771239796792, 1.3806875181450153, -1.7428107575847318, -1.5201716309148283, 1.0163803686830997, -0.8206108113649188, -1.4736719613531637, -1.001394090818004, -0.3820522281788198, -0.9078701257882447, -0.6432411137813159, -0.3434463432687723, 1.3612931674323336]",5.0
La communication numerique est au coeur de notre societe moderne,"[0.5369059456827392, -0.8087126860726347, 0.8265974425121396, 0.1584899382649425, -2.0085568369645914, -0.7197737396566237, 0.9422711429421682, -1.019924987109144, -0.027890907048263025, -1.2878746668198637, -1.9823971682961525, -1.6090709442914215, -1.8531300308495209, -0.46425592032466245, 1.5826218949020736]",4.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[-0.39631734340567926, -1.8857101004087313, 1.3144453370598321, 1.9258058491210734, -0.8060666093221825, -1.2070216409581578, 0.7130305826779555, 1.03108155141426, -0.5556941618768686, 0.6247546064316738, -0.6545768318535694, -0.9469155867531003, -1.4811882829798149, -1.9900212083894826, 0.8392669478809949]",0.0
Sx,"[1.7126979476070814, -1.6204347725553, -0.19519771320200685, -1.9580507312562316, 0.5273055045641559, 2.477534781108832, -0.8279573824897974, 0.9870519846766096, -0.37293493611586914, -1.0804371643100044, 0.10622762650454232, -1.172723538751064, 2.0673466166818977, -1.411148281075031, 0.5708494953700228]",2.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[1.2878146178183019, 0.24952239741413074, 1.0098335419252513, 1.757971052071527, -0.8171117331165338, -0.3232829004330713, 1.3675096218580167, -0.5854999702855115, -0.7732578743480721, -2.2550794494751143, -0.27853174334142683, -1.9686639192382853, -0.948239801365825, -0.3276619346263825, 0.40426454187914895]",2.0
MMkq,"[0.502233329873133, -1.0569111718320374, 1.607084070349681, 0.5347546509990144, 0.14948094063083373, -0.7741241630217467, 3.3155263925641063, -0.40620618432260336, -1.5972856085537246, 0.30344942164407573, 0.3650842728506283, 0.3650895081115191, -0.381011423010316, -0.16906614882411364, 1.307223974787914]",0.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[1.8355153403372335, -0.7597765098670713, 0.6625359395907906, 1.9283624073607157, -0.23339400708405977, -1.8523933623298434, 0.7548429692346179, 0.005596199219891851, -0.918598668402974, -0.08924636557100252, -1.7992265950733835, -1.079757397796545, -1.4472691083039249, -1.6082968771505972, 0.5482711524957258]",4.0
La communication numerique est au coeur de notre societe moderne,"[1.0992653669913857, -0.8696817496657411, 1.9910260710312353, -0.25868555447011854, -0.02902204767044092, -0.17640678912448737, 2.1601525085940256, -1.151978470075911, -1.3381490764749275, -1.0889094666418753, -0.7663208484359721, -1.314535392573245, -1.7255595085770812, -0.5952132577964697, 0.2975993437465204]",1.0
VAA,"[2.3398432654555426, 0.38690257981740905, 1.035067521273091, -1.0482829730904186, 0.5073451857132749, -0.9707934000747226, -1.9406732721900144, -0.41952296520954024, 1.2942372261685453, 0.568969734624484, 1.2869725348069307, 1.632983292550701, 0.04799009641028684, -0.8856498083623408, 1.4118811144681807]",2.0
XTf,"[0.6557158375410421, -0.9210531510798793, 1.2614635472600977, -0.8804726553640101, -1.7629843778521623, 1.1202776984641687, 0.019388639491459858, -0.3726733135254826, 0.9414066556993435, -0.002162594757043168, -0.22932635443126836, -0.23329675692285412, -1.131880062432268, -0.11242142146773482, -0.27419119438242245]",5.0
kKG,"[1.0904894934700153, 0.14365798646619665, -0.18927555623318082, -0.26867703219542727, -0.4678893293238007, -0.337914213702702, 1.8843161331506533, -0.9412682599846142, -2.1829481286743055, -0.9693035684272039, 0.5812753962107522, -1.1164653390489947, -0.12911430546472968, -1.4075955714120472, 1.1166746761154787]",2.0
RLuL,"[0.35568360643508534, -1.2809834541242462, 0.6398886294146608, -1.3012052341207974, 0.6758403392954451, -0.375975513530207, -1.8558013760823409, 1.0964163687436372, -0.038392943057622086, -0.8235423866961213, -1.1635057166416989, -1.1530314860935202, 0.1175325803142322, -1.8647381386943835, 1.3863898442057083]",4.0
JLOK,"[-0.4676768454150695, -1.9531134287290977, 0.24152214691723595, 2.817212481642211, -1.2671777953984404, 0.3859288335293425, 1.1398820534471514, 1.0202267354511414, 0.5234233411055995, 0.28728938502236623, 1.4304147812029098, 0.8165614051458744, -0.45908714272329987, -0.5405896084589519, 0.6422432925185056]",3.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[0.5906237413219567, -0.560425756296315, 2.038078790143997, 1.3994851707492435, 0.35236041871453816, 0.031216246114328827, -0.4166773708553888, 0.6510179360217947, -0.10583252169504442, -1.1428314391365886, 0.5894526988588782, -0.5728988375247046, 0.04571715185766645, 1.0582988498423274, 1.0670732178382807]",1.0
lraLpWd,"[2.617850149718608, -0.5116594400878097, -2.370330721349355, 1.369508423996649, -1.0462383057750724, -0.09934368542753991, 1.8754959730405845, 0.9794135096023462, 1.6236091226852403, 0.7450074780501488, 2.1302997395373637, 0.701808589656042, 0.21372729338301044, -0.09006655204716374, 1.461915730935012]",1.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[1.1512995545289237, -2.106735097316422, 1.5432981285438858, -0.10963542591023989, 1.0758342740165414, 0.7997764900373816, -2.30838225300249, -1.6871811257303042, -1.2703117491387783, -0.9799303317220049, 0.6303891353392601, -1.549386146384049, 1.1505025541680864, 0.6460219361690426, 1.6762512751871628]",5.0
b,"[0.24315634401835595, -0.9946676165317861, -0.44981797264700474, 1.650234265812649, 0.2831458548376471, 1.571088616259383, -1.5375594598642464, 1.4025601514289407, -0.16574164480018272, -0.07507101651190706, -0.587240338535399, 0.9917577499559861, -1.5116159586130715, -1.0862157680248783, 0.20303710675796027]",2.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[1.1682003445402687, -0.5596666754696674, -0.4090364204610295, 0.33836262333188105, -0.1755885559762158, -1.6796018770924528, -0.5550016167968548, -1.4629996669677758, -1.7590159500081466, 0.03177410528750024, -0.8004808477309828, -1.3576915690236804, -1.0345674857854343, -2.449165884650249, 0.610558303318246]",2.0
La communication numerique est au coeur de notre societe moderne,"[0.2746071843659279, -0.8209461559045197, 1.1597582153490087, 2.1883048221640813, -0.29749943045345484, -0.2720818633417299, 2.0945859742929294, -1.0178901806196963, -0.23337838752589557, -1.4471330752199223, -0.7750616964985529, -0.8417143629954922, -0.9470489478980999, -1.1331062962365603, 0.7534951307353036]",5.0
 tLbf ,"[1.0928777952922357, 0.1172359559039784, 0.23577953058803902, 0.5966090420159258, 1.212269665415524, 2.433931510357332, 0.9975245828187174, -0.8138024813227102, 0.5162696381651377, -1.6228798788714753, -1.4455838325447405, -0.5676430567303239, -2.9636259724329195, -1.0041958764674175, 0.3378631235452939]",3.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[1.209413671986863, -0.8814213943656979, 1.651384564580277, -1.009254822653765, -1.0759082464838425, -1.2641693690915243, 2.044735594178545, -0.7965817584300623, -0.5036939338007347, -0.9639948411871302, -0.47292970418071534, 0.1456688065624221, 0.5896955420608507, 0.15212130426372616, -0.6799269498304417]",0.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[0.4627920381075926, -1.5493533586756962, 2.8476689243515922, 1.4686555835628654, 0.4170587483715933, 0.6022036816492025, -0.7407687721577023, -0.3934805183567627, -0.4065822432691776, -1.223380847349768, 1.5961270816170003, -1.0221270959173385, 0.37197889787212357, 1.2266763131825262, 0.18274521485446105]",4.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[1.9140388574331915, -1.0574038349485726, 0.5289401283352416, 0.5876149251221388, -0.18764160317751521, 0.44741492344820033, 0.5080410345400095, -3.079740280786525, -1.8378191636690318, 0.27345330672603096, -1.850446707621701, -2.4741266501190626, -0.2894418343327668, -0.8990545465536017, -0.34493607200364695]",0.0
La communication numerique est au coeur de notre societe moderne,"[1.0909310461318906, -0.8236944718064435, 0.9229344028933547, 1.7761444871576675, -0.911143355775318, -1.012088988177827, 0.16276299917817927, -1.3995633241410332, -0.11462715211858132, -0.8185940703093304, -1.7748573368635743, -0.7236112054720941, -1.294426606970847, -1.109193011482473, 0.5798713760116894]",5.0
GHz,"[0.9827985819960655, -0.6873648271749577, -0.09410213665920009, 1.6926083157035987, 1.168996684529447, -0.627665325003995, -0.24522739936206883, 2.7548610570101166, 0.8623477617079203, 0.6221426524372424, 0.8264625994995629, 1.306487928511102, 2.026856021906054, -0.3156531796839952, 2.2414632528763825]",1.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[1.4971673187780312, -0.8099012001845587, 0.5290428905573308, 2.2910740793852686, -1.223262979921579, -0.6763100336514971, 1.3600548578798612, -0.9290091616294273, -0.8654860765791731, -0.20213939543157533, -0.9939484824745284, -0.5821680103365343, -1.285148318373486, -1.8473631819746998, 0.24768790222537485]",5.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[0.0604120346045014, -0.49456051299694326, 1.3907434889029986, 1.0168104154240085, -0.9970418235151759, -1.2494140410203827, 1.8615925035682708, -1.1821236408857372, -1.570257415969437, 0.3525249768312415, -1.0224711442871306, -0.8453204470745248, -2.56447854774147, -0.33722726270562386, 1.6448632835557686]",2.0
