Mot original,Trame codée bruitée,Trame binaire originale
374baslj,"0.8545315891211833, 1.096380926977681, -0.8743130776471261, -0.6773490985249214, 1.2585879910948683, 1.0407120528361646, 0.8816422725829284, -1.3016617388506981, 0.893735081279426, 1.0635274370541303, -0.9797768405234852, 1.107036022070542, -1.1037024169302752, -0.8588564717159739, 0.7306076448019297","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
,"0.9772214938022179, 0.8918349359467619, 1.0341172919220443, 0.8478074333495766, 0.8702645678158761, 1.03999036718605, 0.7707430140456673, 0.8925558509672405, 1.1507785542535456, 1.0393412875741515, 1.0551257248400332, 1.0956728219892948, 0.7866979408613223, 0.8440482822450079, 0.9439328118484511","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
,"0.8977153614308175, 0.9550650408576247, 1.4222479652767082, 0.9771657909244899, 1.1165669036663404, 0.94039927401709, 0.9881102031668261, 1.0078303054960327, 0.894111741298466, 1.0136208171846395, 0.9519178350260347, 0.9498653231650571, 0.7074178051513914, 0.9154972160466958, 0.8236716890567386","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
w9z6khm2x,"0.7186099724743236, -0.9798848374181187, -0.9927013535224694, -1.2742782663506136, 0.8535908610190555, -0.9825656736374482, 0.9718543782760142, 0.9840431684168949, 0.9885481753017223, 1.0196079423623312, 0.8859781006612778, -0.95446740478721, -1.2002477226143258, -0.8971808750292011, -0.98555523170496","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
2j82kuj,"1.214449536052059, 0.844408039790274, -1.0125934463182071, -1.0404604480392223, 1.0974778236628877, 0.9570699573489097, 0.9308105073704422, -0.9520965881257328, 0.9280305740484837, 0.9215324859299456, -0.9811024378253127, 1.1160431711393868, -0.8804298564210713, -1.0097583118506066, 0.8525318426193238","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
4b4552rr2,"1.243673911763587, 0.9936381544818478, -0.9280078085885817, -0.9068084629233149, 0.9532401561351515, -0.9243789070751678, 0.9720184338000126, 1.1069008868354313, 0.7278229296520892, 1.1371450869402606, 1.0417074555736892, 1.0241668566767836, 1.0990606986063791, 1.0160582940022882, -0.8627737276258357","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
,"1.0920351743795549, 1.2301649393751048, 0.9697534672072539, 1.1613684743873929, 0.9054200829692505, 0.9538898059469195, 1.074862977396287, 1.0960151701135636, 1.0429580446746882, 0.981757761453489, 1.0263032063177688, 0.9641718061243034, 0.8894683557091502, 0.8758820503890985, 1.12381686083232","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
,"1.0153595214056506, 0.8254717317908278, 1.1438842164429046, 1.0842923315464952, 0.9827006451752947, 0.6631868899951847, 1.1896772565690827, 0.8993356491290472, 1.187477693993907, 0.8179837514857458, 0.9369374831421788, 0.9481657268357726, 1.0592470411914119, 0.9057414820472437, 0.9096442924220054","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
t5wro0,"1.0292547151054061, -1.0710076405510969, -1.0105054265231566, -1.1165389506824686, 1.0876223448160238, -0.7165712053721618, 0.8617063766402555, 1.0466441203171322, 0.7137716814969225, 0.8116746339964779, 0.979222912545866, -0.8273970412434547, -1.0555021045497495, -1.2090908010970092, -1.0821386150902854","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
glczx7j3m,"1.004883389564066, -0.8758243422664683, -0.9211728330796103, 1.1136930132961025, 1.3613751578166164, -1.0015119231003065, -0.9970985358296452, -1.1068018156067476, -0.7330453161745795, 1.2146509569434698, -1.1183597699754284, 0.819752466143493, 0.8440335936494339, -0.7747897065332934, 0.7166437118754454","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
7jti,"0.9353558804235548, 0.7768820557602846, -1.0087104230829433, -1.129590430349119, 1.0274076663821963, -1.0619844874387088, 1.337049509252978, 1.0138284592598001, 1.1650870586256048, 0.9893607279799859, 1.1372683001927806, 1.080732557643431, 0.9353660909859326, 0.9370596381791236, -1.000106326133524","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
jgcpljn,"1.0067296678806557, -0.892985820490959, -1.1714176370499092, 1.035219990719669, -1.2479358271487841, 1.0286666456696798, -0.7695566974851225, 0.7713052009667476, 0.9406197115170541, -1.1177410702386088, 0.8922527371098646, -1.0033069230334903, 1.001395939581354, 0.9229425684817971, 1.121956985190863","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
oabhkul7fd,"0.9884378272891545, -0.9107824685376305, -1.1075094442182158, 0.9293972600308261, -1.0049106420978542, -1.1757273672614208, -1.181906754340894, -1.0680872538757453, 1.0625379427607404, -0.9228379006281902, -1.023183923372026, -1.2141683234994873, -1.0845019594996934, -1.008905937187859, -1.0500077052112955","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
,"0.7035048163308769, 1.0271745939254142, 0.8934173672253051, 0.9533424640882467, 1.1922681427382782, 0.8894889625952627, 0.8124548852672374, 1.1080633624278888, 0.8797975188444382, 0.8706855862986352, 0.8257274694223617, 0.9430380456914342, 1.041626367566412, 1.1379100207305657, 0.9921196506971329","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
7lkiz4va0,"1.051298328584149, 1.0863575645078645, -0.9241555596277724, -1.0104060897651896, 1.0297186821801845, -1.268328765422722, 0.931820092073018, 0.7829198249595674, 0.9671455302828174, 0.8656268462958169, 1.1029902144744461, 1.028791511908018, 1.091126681901668, 1.0636961720857077, -1.106503833238707","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
n14,"0.9837412195677527, -1.1293087108392916, -0.922598026765731, 0.8156183755721882, -0.8312938561380042, -0.7268470566344879, -0.7563894579313285, -0.9908183653908026, 1.2311960745358776, -1.1089456923566299, -1.0519785089025901, -1.0675137793320728, -0.9425202923411947, -0.9240634283690133, -1.1163493682941437","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
d6voh94,"0.9220130908006222, -0.8814161126947108, -0.9301373852820981, 1.1087335907398048, 0.9608566331445662, -1.007012672650348, -1.0755921577179404, -1.2351888511070748, -0.9777648209487302, 0.8958712131690011, -1.0601065022032976, 1.0343522504384413, 0.9487100464008873, -1.22036488423421, 0.8714866117255391","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
on28,"1.0430518705447736, -0.9234341772570115, -0.9870990659997133, 0.9955420270160913, -0.9714009210699109, -0.9805777813581249, -1.2091152207397702, -0.8643770529378809, 1.1214563053501727, -0.8019023221487466, -1.1006201155918132, -0.835763025155201, -1.1559712807600127, -0.9507686432686034, -0.9932982227711394","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
5rjtzxqdg,"0.9080321890867402, 1.0380700420743705, -0.7694941441068791, -0.9631262595281368, 0.9888182389414051, -0.8300751414423065, 0.9298766960782626, 0.9765055703252394, 1.022606110023483, 1.0100835122981169, 1.150729271514923, 0.8640752966599553, 0.9678478429820906, 1.0413785172071397, -0.97712088564493","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
hpkomlex,"0.9956934391128499, -0.9820986694492297, -0.9601108974177224, 1.130990772393846, -0.9253679837198285, 1.1510161176040388, -0.9289505631105796, 0.9887134922370989, 0.805527137056147, -0.7261341230275904, 1.232804046850624, -0.6777524843879719, 1.0305579888884253, 0.8882938569486558, 1.0108055905995128","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
l9tmxqscfa,"0.9666686488630476, -1.143561856240662, -1.1734404612411462, 1.1187418349577423, -1.0373082051607512, -0.9372402205501793, -0.8646312405433225, -0.8371147365780208, 0.8930942933049795, -0.8387343751639407, -0.8501474745301104, -1.1387523754582671, -0.9907851924443841, -0.855327794374072, -1.0300112032978914","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
hf,"0.7608694300841077, -0.9962732222476733, -0.7895180375307241, 0.8841130902821344, -1.0297872216017798, 0.7300857337955682, -1.0545636738563426, 1.265910395831536, 1.1925158110329108, -0.7517004354832022, 0.981851060553213, -1.169791321072203, 0.7825475254626598, 1.047515033330239, 0.7863260868951963","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
zv50n,"0.9087789317253773, -1.0779084712743205, -1.0847660994571002, -1.087065149650955, -0.940779153685023, 0.90546936580025, 0.9609648839343012, -1.092627470430446, -1.0079180098876221, -0.7175961965995994, -1.3833302272409411, 1.0114450312946226, -1.0526354604013377, 1.1290612449082837, -1.0393182160916323","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
g,"0.9971334641005085, -0.5973641944737841, -0.9227992396169211, 1.1943567958374086, 1.1948467866219055, -0.8889997262263052, -1.0967078743143728, -1.1826896276682597, -1.2246417606846187, 1.0687294127411215, -0.9731741087224075, 1.056104446473862, 0.9605728701411385, -0.9376328530823984, 1.0858292719904625","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
4,"0.8977872131552285, 1.0272889912177212, -1.0733923201786293, -0.9447774529729804, 0.9994918185085863, -0.8687600205584564, 1.0340695622928198, 0.9835759266824374, 0.7777715997891997, 1.1553378193031156, 0.9759443888980197, 0.8397575600427627, 0.8798971059175775, 1.193284910298029, -0.9797120014473368","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
iv5b2l671,"0.8892162693522189, -0.7521699309966401, -1.1312891078999099, 1.1288375586878738, -1.183992747455257, 0.7445992194280151, -1.0340763336230139, 0.8916406580106178, 0.9329794828836601, -0.8029994302541226, 1.0256380707171366, -0.9863573346836003, 1.181029060723997, 0.9436234095794072, 1.0972081101451572","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
3k11y66c,"1.0529351811910206, 0.9751226177766087, -0.94222409074263, -1.197650492374403, 0.9185772902590896, 1.0307570040077705, 0.9527889911704355, -0.9254699467562323, 0.9486686646625294, 0.9214485314793373, -1.0481374158901176, 0.9993028054282135, -0.934004671774866, -1.1511023157056972, 0.7273722559029459","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
2thzzsm,"0.9793307960479871, 1.2036984165092341, -0.9240156663414517, -1.0500303967441778, 0.8607533957807074, 1.1959607975907411, 0.7441557773990497, -1.0293281113673525, 0.980095928502202, 1.24626784019415, -0.9225549181950947, 1.1288313823389855, -1.1208106081959943, -0.8233870390951985, 0.8225504135046567","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
4wc,"1.017595935305487, 0.8177264433019986, -1.2778506401281708, -0.9555322104818385, 1.0302389209978031, -1.433207810085245, 0.6635909963977805, 1.0415858721883329, 1.0722549855422658, 0.9758077637587674, 1.0034874557488302, 1.1051712320529772, 1.252960058500767, 1.0505705923573987, -0.9660024877797481","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
aac09r,"0.8808682191728966, -1.011157469759956, -0.9021346194399245, 0.9866692966836673, 1.1600759921981305, 0.9558835463941149, -0.8932729086446785, 1.0482484382866848, -0.7182355001069953, 0.8286222897193459, 0.826488896800144, 0.9789566475088897, -1.1719557492090888, 1.1671006728055804, -1.0235688113980488","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
6wowbv,"0.9937716363596487, 0.7356674291603268, -0.8009115138867815, -0.9373640836497958, 0.9612494862717331, -0.9663623610799116, 1.154371821894044, 1.2662172379679446, 1.0127885214687242, 0.7320806033325562, 1.2012879703150239, 0.9794584839049478, 1.2268145666103767, 0.9165466106742264, -1.0902945918304847","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
5h6f,"1.1055747602212223, 1.1883028952696129, -0.9846674480257984, -1.073716899288898, 0.9365005885970373, -1.0206814556792756, 1.2784561673617096, 1.0777445801523922, 1.0820418698280612, 0.9406763980927871, 1.0459288933578037, 0.9290622774877859, 0.9199441189163914, 0.9177771454603538, -1.0057622758710645","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
qs1sw4,"1.015243803551072, -1.1834684010374168, -0.9467297376019091, -0.9015154669459611, 1.0358457704296486, 0.9191795746886477, 0.9433854673623163, -0.9096362581953125, 0.9141648286730222, 0.9196998795898178, -1.2320604177390402, -0.9214702123429644, 0.9831821801882147, 1.0881500231797716, 1.1235981407792168","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
ik1,"1.083260030701511, -0.8500107157709713, -1.1113604024204011, 1.3759398624291086, -0.9310446177625039, 0.9975991183639444, -1.1067641628385456, 0.9771516310293205, 1.1049708697516538, -1.0332121411416544, 0.9590258499431061, -0.8927486331613516, 1.0587827839961095, 1.0373750993637885, 0.9598027008028598","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
47ddy8,"0.8004807219887865, 0.8623154753832363, -0.8060609149009651, -0.9170799142145347, 1.3947011592744152, -1.0799887406483546, 0.9610573534968287, 1.102901544375193, 0.9489430686471542, 1.0077595385523375, 1.036049144450493, 0.9580818108127553, 1.113100307521447, 0.9764661259154758, -1.1222966223800002","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
8xus,"0.9176182045043284, 1.062905378768225, -0.8000348023667011, -0.8530123026808191, -0.9825368379099624, 1.2018400831074345, 1.1317422248806934, -0.9537787613544083, -0.9102407938639644, -0.8880024846629426, -0.9802084908045458, -0.9574545919760142, 0.9557928731380628, -0.9401172384191487, -0.8817926944287292","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
nzcd,"1.1533866742759564, -0.8663364076500901, -0.8607856947907668, 0.9442625383884887, -0.9483408212259259, -0.9809880395018279, -0.9290376547862155, -1.1514210698239187, 1.0354175815189284, -0.7315760039740762, -0.9875764767889859, -0.9390822309606313, -0.8270627966362964, -1.1762088070583745, -0.8771125294854777","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
fmlmb8n,"0.9693823868141367, -0.814280519962727, -1.1914832799211086, 1.0438376939630243, 0.8660578515020728, -0.9327300171265956, -0.9016276820134799, -1.1137409452000928, -0.8682713472539734, 0.9662239477425681, -0.8358955957559466, 1.0232854754671548, 0.8041425547188803, -0.9985418913290834, 0.9439143744364872","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
5qs,"0.9082637982201971, 1.0251785695753295, -0.9753070775851285, -1.1556095903939203, 0.9343734083748723, -0.9673375175672715, 0.9734450282742375, 1.0942154436997749, 0.9474748270658675, 0.9862451784811461, 1.0741638863000387, 0.7506322010285185, 1.1203186292693756, 0.8928699906839268, -0.9667369266217319","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
fuhc,"0.9432626141235274, -1.1799314789261688, -1.21720680132033, 0.9753217671642702, 0.7689654523411591, -1.1854968071811252, -0.8426614028506999, -0.9082648321409349, -1.029767355950229, 0.9668007442296255, -0.8146340034992189, 0.8206462037447316, 0.9063752309907136, -1.1974134432173824, 0.9220325141297329","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
z,"0.7796362071625228, -0.6871114183682376, -1.1460780006876696, -1.345875767316198, -1.068409257868816, 1.1731513584166873, 1.3235754081618984, -1.1325092687800375, -1.025818188043502, -1.1889334930930608, -0.9398627173948337, 1.0357953153691581, -1.0165747518482553, 0.7106311580727043, -0.8103337502266723","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
l6c,"0.9246119390971606, -1.461286901535853, -1.0485994138766526, 1.005530049822794, -1.2386835507324143, -0.9956805921505782, -0.6315091163424588, -0.7906934484103403, 1.1010960345846337, -1.151382551920855, -0.8873014429739157, -1.2234884847979932, -0.930967233443995, -1.0746198484822518, -0.8171697707381391","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
t77b,"1.0638390166381255, -1.0049623842408022, -0.9940260524415069, -1.0448293879943207, 0.9519608409116708, -1.0783379921390162, 1.3291988976815523, 0.8682611696764421, 1.2531818262637808, 0.9344997244398897, 1.1486632807124562, -1.216913166169097, -0.8402874794399506, -1.0815301140713407, -1.0275728596657614","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
1zlcjdz1ws,"1.188220604669404, 0.8947878810920158, -1.0956147665930058, -0.9353482475469954, 1.0977598547924061, 1.0537916789264776, 1.0108784440442373, -0.7403411573898966, 0.9419918789584485, 0.7834439233734544, -1.1180371533934772, 0.8241312106142301, -0.9819379787839987, -0.8684519925215128, 0.8444512355233994","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
6hp70y,"1.0116611342014437, 0.9056983515261815, -1.1620288320151992, -0.8351267290292211, 0.7435040065702491, -1.0821177096010213, 0.963366641602836, 0.9594798727782409, 1.102931873350474, 0.8169662842208246, 1.1143687310680401, 1.0801710660526298, 1.0236607527592683, 0.9218014154695722, -1.0152890835875765","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
z,"1.11230930339408, -1.1919177405829045, -1.093230519842306, -1.3317547588440934, -1.0062547162370201, 1.057315772586126, 1.1004226295895392, -1.135845334299941, -1.0806473962992325, -0.872800025068503, -0.8808389444176234, 0.9516690753908349, -0.9669470535273403, 0.9284791680433893, -1.3252331960303734","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
cd,"1.2072275338640301, -1.104789590319859, -1.0019694258620264, 0.9876205419522919, 1.0383107327120753, 1.239237364203214, -1.040346563284146, 1.0097526534059424, -0.9055805490128271, 1.068080621871814, 0.7849097460261193, 0.9576579088919503, -1.0463438604712216, 0.9156466035980648, -1.010165081107772","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
l,"0.9273753655230829, -0.9542244388690395, -0.9908914671018788, 1.0011190485927153, -1.070695942717689, -0.9080677880935658, -0.979513204625877, -0.9861841267390831, 0.83219433021, -0.9739391913342003, -0.8118597264479386, -0.9558851610151727, -0.7458726717542804, -0.9644133010752113, -0.9924546235085899","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
ungxo2,"0.6249351373869009, -1.099364593695794, -1.0503194574829728, -0.9883840657587409, 0.9253970164765121, -0.9892568129732763, 1.051806031361491, 1.0779031874917457, 1.0686636795344238, 1.146993107761179, 1.1036562473728169, -0.8784336930390272, -1.0365375809860156, -1.000276979146917, -0.9324349713461786","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
,"1.0813236661233077, 1.2163681785782625, 0.8441971727484449, 0.9579240618840597, 1.1044192425621038, 0.9553410483435073, 0.8988711149998458, 1.1277485289740359, 0.8821902723736509, 1.0216583335994036, 1.1572621760922686, 0.8606752256327844, 1.172247653471707, 1.0801455805457656, 0.8675524528157786","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
fasyjhxv0c,"1.019728223165574, -0.9428659910462739, -0.9600630087383667, 0.7723639441726633, 0.9170646330111865, -0.9087961549816503, -1.1604373637724137, -1.0235872185613895, -1.1497902338266632, 0.8016826574455159, -0.9741455041766012, 0.9442038267995444, 1.025060224874246, -1.2821951010961277, 0.7905967572705719","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
bpypu,"1.2422095426792166, -0.9313003087994689, -0.9943120184464469, 1.0386606588814336, 1.1637847089320381, 0.973549397070122, -0.9888201062531545, 0.9374663066641785, -0.7830459345316348, 0.989467353916001, 1.020986668942499, 0.9845317138958866, -0.9627433454878795, 0.9421835938230212, -0.9878457001530683","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
hftzyl1tx3,"0.8652162838281081, -0.9678897304982539, -1.1408052140274851, 0.8854541922592901, -0.8371093616547695, 0.7753831620591438, -1.1006418942176779, 1.2877556271424797, 1.317755562796862, -1.2661420861416277, 1.0840574484583219, -1.1121103071815366, 1.0277250008402783, 1.081939834523676, 1.1156016086724911","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
16,"1.2281330604584255, 1.1359515818480124, -1.0178712601937776, -1.0338162916511011, 1.426522469322919, 1.0032079996988492, 0.8731462259054741, -1.0077024316607366, 0.9423895234332375, 0.8261249574946644, -1.0235518831959043, 1.0019159926104708, -0.7616498636730593, -0.975183569517013, 0.913987074981292","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
9dm269dk,"1.1033179695033835, 1.0595540317009278, -0.8245684400208315, -1.0892472960459154, -0.8998637963571208, 1.216414028700383, 0.8743562004929413, -1.2698132786633487, -1.101869634335475, -1.0813451826070886, -1.0831856508523423, -0.8327279966373418, 1.2144024675367198, -0.9474606041166573, -1.1544428929847548","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
oynav77,"0.9477350810718589, -1.0587631392162313, -0.9063430550858157, 0.98001330228103, -0.8529232231524342, -0.9252342065054225, -1.1471768238154567, -1.0261092588862128, 1.1889511301118707, -1.2579968518469613, -0.9906927269559573, -1.0894293147776384, -0.9328321952065116, -0.9018291324705765, -1.1548044881916195","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
